'Elapsed time','ECG I','ECG I filtered'
'0:01.678',-0.930,0.005
'0:01.680',-0.920,0.000
'0:01.682',-1.045,-0.005
'0:01.684',-1.150,-0.015
'0:01.686',-1.120,-0.020
'0:01.688',-1.105,-0.025
'0:01.690',-1.035,-0.030
'0:01.692',-1.070,-0.030
'0:01.694',-0.960,-0.025
'0:01.696',-0.970,-0.020
'0:01.698',-0.970,-0.015
'0:01.700',-0.955,-0.015
'0:01.702',-1.035,-0.015
'0:01.704',-1.150,-0.015
'0:01.706',-1.100,-0.020
'0:01.708',-1.155,-0.030
'0:01.710',-1.080,-0.035
'0:01.712',-0.980,-0.040
'0:01.714',-0.985,-0.045
'0:01.716',-1.020,-0.040
'0:01.718',-1.075,-0.035
'0:01.720',-1.015,-0.025
'0:01.722',-1.000,-0.015
'0:01.724',-1.080,-0.005
'0:01.726',-1.120,0.000
'0:01.728',-1.090,0.005
'0:01.730',-1.060,0.000
'0:01.732',-0.975,-0.005
'0:01.734',-0.970,-0.010
'0:01.736',-0.970,-0.020
'0:01.738',-1.020,-0.025
'0:01.740',-1.055,-0.030
'0:01.742',-1.100,-0.030
'0:01.744',-1.115,-0.030
'0:01.746',-1.085,-0.020
'0:01.748',-1.075,-0.015
'0:01.750',-1.065,-0.005
'0:01.752',-0.965,0.000
'0:01.754',-0.970,0.000
'0:01.756',-1.020,0.000
'0:01.758',-1.010,-0.005
'0:01.760',-0.960,-0.015
'0:01.762',-1.050,-0.020
'0:01.764',-1.160,-0.025
'0:01.766',-1.125,-0.025
'0:01.768',-1.075,-0.025
'0:01.770',-1.100,-0.020
'0:01.772',-0.945,-0.015
'0:01.774',-0.920,-0.005
'0:01.776',-0.970,-0.005
'0:01.778',-1.035,0.000
'0:01.780',-1.025,-0.005
'0:01.782',-1.105,-0.010
'0:01.784',-1.140,-0.015
'0:01.786',-1.135,-0.020
'0:01.788',-1.070,-0.030
'0:01.790',-1.130,-0.030
'0:01.792',-0.985,-0.030
'0:01.794',-0.920,-0.030
'0:01.796',-0.975,-0.030
'0:01.798',-1.010,-0.025
'0:01.800',-1.035,-0.020
'0:01.802',-1.095,-0.015
'0:01.804',-1.120,-0.010
'0:01.806',-1.120,-0.010
'0:01.808',-1.055,-0.005
'0:01.810',-1.045,-0.005
'0:01.812',-1.025,-0.010
'0:01.814',-0.915,-0.010
'0:01.816',-1.010,-0.010
'0:01.818',-1.015,-0.010
'0:01.820',-0.975,-0.005
'0:01.822',-1.095,-0.005
'0:01.824',-1.115,0.000
'0:01.826',-1.145,0.005
'0:01.828',-1.010,0.010
'0:01.830',-1.010,0.010
'0:01.832',-1.015,0.010
'0:01.834',-0.975,0.005
'0:01.836',-0.970,-0.005
'0:01.838',-1.035,-0.010
'0:01.840',-1.105,-0.020
'0:01.842',-1.105,-0.020
'0:01.844',-1.095,-0.020
'0:01.846',-1.065,-0.015
'0:01.848',-1.065,-0.005
'0:01.850',-0.995,0.010
'0:01.852',-0.975,0.020
'0:01.854',-0.895,0.030
'0:01.856',-0.940,0.040
'0:01.858',-1.020,0.045
'0:01.860',-1.020,0.040
'0:01.862',-1.085,0.035
'0:01.864',-1.095,0.030
'0:01.866',-1.075,0.025
'0:01.868',-1.020,0.025
'0:01.870',-1.015,0.020
'0:01.872',-0.945,0.020
'0:01.874',-0.950,0.025
'0:01.876',-0.930,0.025
'0:01.878',-1.030,0.025
'0:01.880',-1.015,0.020
'0:01.882',-1.060,0.020
'0:01.884',-1.125,0.015
'0:01.886',-1.090,0.015
'0:01.888',-1.095,0.010
'0:01.890',-1.085,0.015
'0:01.892',-0.940,0.020
'0:01.894',-0.920,0.025
'0:01.896',-0.935,0.030
'0:01.898',-0.990,0.030
'0:01.900',-1.060,0.030
'0:01.902',-1.085,0.020
'0:01.904',-1.145,0.015
'0:01.906',-1.115,0.000
'0:01.908',-1.060,-0.010
'0:01.910',-1.025,-0.015
'0:01.912',-1.010,-0.020
'0:01.914',-1.040,-0.020
'0:01.916',-1.030,-0.020
'0:01.918',-1.015,-0.015
'0:01.920',-1.070,-0.015
'0:01.922',-1.125,-0.010
'0:01.924',-1.165,-0.015
'0:01.926',-1.100,-0.015
'0:01.928',-1.070,-0.015
'0:01.930',-1.120,-0.020
'0:01.932',-0.985,-0.015
'0:01.934',-0.960,-0.015
'0:01.936',-1.000,-0.010
'0:01.938',-1.040,-0.005
'0:01.940',-1.100,-0.005
'0:01.942',-1.150,-0.005
'0:01.944',-1.110,-0.010
'0:01.946',-1.155,-0.020
'0:01.948',-1.095,-0.030
'0:01.950',-1.080,-0.040
'0:01.952',-1.040,-0.050
'0:01.954',-0.980,-0.060
'0:01.956',-1.100,-0.065
'0:01.958',-1.070,-0.070
'0:01.960',-1.175,-0.070
'0:01.962',-1.175,-0.070
'0:01.964',-1.240,-0.070
'0:01.966',-1.175,-0.070
'0:01.968',-1.125,-0.065
'0:01.970',-1.115,-0.055
'0:01.972',-1.035,-0.040
'0:01.974',-0.985,-0.010
'0:01.976',-0.960,0.030
'0:01.978',-0.920,0.085
'0:01.980',-0.860,0.150
'0:01.982',-0.895,0.225
'0:01.984',-0.775,0.295
'0:01.986',-0.745,0.360
'0:01.988',-0.615,0.410
'0:01.990',-0.535,0.435
'0:01.992',-0.545,0.435
'0:01.994',-0.620,0.400
'0:01.996',-0.725,0.340
'0:01.998',-0.790,0.260
'0:02.000',-0.885,0.165
'0:02.002',-1.020,0.065
'0:02.004',-1.160,-0.030
'0:02.006',-1.295,-0.110
'0:02.008',-1.355,-0.175
'0:02.010',-1.320,-0.220
'0:02.012',-1.215,-0.245
'0:02.014',-1.205,-0.250
'0:02.016',-1.215,-0.245
'0:02.018',-1.280,-0.230
'0:02.020',-1.275,-0.215
'0:02.022',-1.345,-0.195
'0:02.024',-1.335,-0.175
'0:02.026',-1.275,-0.160
'0:02.028',-1.210,-0.140
'0:02.030',-1.015,-0.120
'0:02.032',-1.125,-0.100
'0:02.034',-1.060,-0.075
'0:02.036',-1.125,-0.055
'0:02.038',-1.055,-0.040
'0:02.040',-1.115,-0.025
'0:02.042',-1.125,-0.015
'0:02.044',-1.165,-0.010
'0:02.046',-1.105,-0.010
'0:02.048',-1.105,-0.015
'0:02.050',-1.095,-0.015
'0:02.052',-0.995,-0.020
'0:02.054',-0.960,-0.025
'0:02.056',-1.005,-0.025
'0:02.058',-1.030,-0.020
'0:02.060',-1.180,-0.020
'0:02.062',-1.190,-0.015
'0:02.064',-1.135,-0.015
'0:02.066',-1.105,-0.010
'0:02.068',-1.080,-0.010
'0:02.070',-1.030,-0.005
'0:02.072',-0.985,-0.005
'0:02.074',-1.010,0.000
'0:02.076',-1.045,0.000
'0:02.078',-1.025,0.000
'0:02.080',-1.035,0.000
'0:02.082',-1.170,0.000
'0:02.084',-1.175,0.000
'0:02.086',-1.080,-0.005
'0:02.088',-1.070,-0.010
'0:02.090',-1.020,-0.010
'0:02.092',-1.000,-0.015
'0:02.094',-1.075,-0.010
'0:02.096',-1.035,-0.010
'0:02.098',-1.050,0.000
'0:02.100',-1.090,0.005
'0:02.102',-1.160,0.015
'0:02.104',-1.100,0.020
'0:02.106',-1.050,0.020
'0:02.108',-1.040,0.025
'0:02.110',-1.015,0.020
'0:02.112',-0.990,0.020
'0:02.114',-1.020,0.015
'0:02.116',-1.025,0.015
'0:02.118',-1.025,0.015
'0:02.120',-1.005,0.020
'0:02.122',-1.130,0.025
'0:02.124',-1.150,0.030
'0:02.126',-1.065,0.035
'0:02.128',-1.060,0.040
'0:02.130',-0.975,0.040
'0:02.132',-0.955,0.040
'0:02.134',-0.995,0.035
'0:02.136',-1.010,0.030
'0:02.138',-1.025,0.025
'0:02.140',-1.080,0.020
'0:02.142',-1.135,0.020
'0:02.144',-1.090,0.020
'0:02.146',-1.120,0.025
'0:02.148',-1.025,0.035
'0:02.150',-1.025,0.040
'0:02.152',-0.945,0.050
'0:02.154',-0.940,0.055
'0:02.156',-0.990,0.055
'0:02.158',-1.015,0.055
'0:02.160',-1.070,0.055
'0:02.162',-1.150,0.050
'0:02.164',-1.055,0.045
'0:02.166',-1.090,0.040
'0:02.168',-1.030,0.040
'0:02.170',-0.935,0.045
'0:02.172',-0.895,0.050
'0:02.174',-0.990,0.055
'0:02.176',-0.965,0.065
'0:02.178',-1.005,0.075
'0:02.180',-1.080,0.085
'0:02.182',-1.035,0.090
'0:02.184',-0.975,0.090
'0:02.186',-1.040,0.090
'0:02.188',-1.000,0.090
'0:02.190',-0.965,0.085
'0:02.192',-0.915,0.085
'0:02.194',-0.895,0.085
'0:02.196',-0.905,0.090
'0:02.198',-1.020,0.095
'0:02.200',-1.015,0.105
'0:02.202',-1.015,0.120
'0:02.204',-0.970,0.130
'0:02.206',-0.965,0.140
'0:02.208',-0.935,0.145
'0:02.210',-0.865,0.145
'0:02.212',-0.830,0.140
'0:02.214',-0.935,0.135
'0:02.216',-0.890,0.130
'0:02.218',-0.930,0.130
'0:02.220',-0.970,0.130
'0:02.222',-0.965,0.130
'0:02.224',-0.960,0.140
'0:02.226',-0.985,0.145
'0:02.228',-0.945,0.150
'0:02.230',-0.905,0.155
'0:02.232',-0.840,0.155
'0:02.234',-0.850,0.150
'0:02.236',-0.925,0.145
'0:02.238',-0.935,0.135
'0:02.240',-0.995,0.130
'0:02.242',-1.020,0.125
'0:02.244',-1.010,0.120
'0:02.246',-1.000,0.120
'0:02.248',-0.945,0.120
'0:02.250',-0.910,0.115
'0:02.252',-0.930,0.115
'0:02.254',-0.910,0.110
'0:02.256',-0.970,0.105
'0:02.258',-1.000,0.095
'0:02.260',-1.050,0.090
'0:02.262',-1.075,0.085
'0:02.264',-1.025,0.080
'0:02.266',-1.025,0.075
'0:02.268',-1.040,0.075
'0:02.270',-1.015,0.075
'0:02.272',-0.950,0.075
'0:02.274',-0.955,0.070
'0:02.276',-0.970,0.060
'0:02.278',-1.060,0.050
'0:02.280',-1.140,0.035
'0:02.282',-1.145,0.020
'0:02.284',-1.135,0.010
'0:02.286',-1.100,-0.005
'0:02.288',-1.040,-0.010
'0:02.290',-1.000,-0.015
'0:02.292',-0.985,-0.015
'0:02.294',-1.065,-0.015
'0:02.296',-1.080,-0.010
'0:02.298',-1.100,-0.010
'0:02.300',-1.195,-0.015
'0:02.302',-1.145,-0.020
'0:02.304',-1.195,-0.030
'0:02.306',-1.195,-0.040
'0:02.308',-1.110,-0.055
'0:02.310',-1.100,-0.065
'0:02.312',-1.055,-0.070
'0:02.314',-1.095,-0.070
'0:02.316',-1.115,-0.065
'0:02.318',-1.180,-0.060
'0:02.320',-1.205,-0.050
'0:02.322',-1.195,-0.040
'0:02.324',-1.150,-0.040
'0:02.326',-1.140,-0.040
'0:02.328',-1.125,-0.050
'0:02.330',-1.085,-0.060
'0:02.332',-1.120,-0.070
'0:02.334',-1.105,-0.085
'0:02.336',-1.120,-0.090
'0:02.338',-1.225,-0.090
'0:02.340',-1.250,-0.080
'0:02.342',-1.185,-0.070
'0:02.344',-1.140,-0.050
'0:02.346',-1.145,-0.035
'0:02.348',-1.130,-0.020
'0:02.350',-1.060,-0.015
'0:02.352',-0.995,-0.015
'0:02.354',-1.060,-0.020
'0:02.356',-1.115,-0.030
'0:02.358',-1.185,-0.040
'0:02.360',-1.190,-0.050
'0:02.362',-1.255,-0.060
'0:02.364',-1.195,-0.065
'0:02.366',-1.140,-0.065
'0:02.368',-1.105,-0.065
'0:02.370',-1.045,-0.060
'0:02.372',-1.095,-0.055
'0:02.374',-1.115,-0.050
'0:02.376',-1.125,-0.050
'0:02.378',-1.180,-0.045
'0:02.380',-1.175,-0.045
'0:02.382',-1.240,-0.040
'0:02.384',-1.160,-0.040
'0:02.386',-1.110,-0.035
'0:02.388',-1.095,-0.035
'0:02.390',-1.015,-0.030
'0:02.392',-1.065,-0.030
'0:02.394',-1.085,-0.030
'0:02.396',-1.090,-0.030
'0:02.398',-1.180,-0.025
'0:02.400',-1.185,-0.025
'0:02.402',-1.145,-0.025
'0:02.404',-1.175,-0.020
'0:02.406',-1.100,-0.020
'0:02.408',-1.100,-0.015
'0:02.410',-0.985,-0.015
'0:02.412',-1.045,-0.010
'0:02.414',-1.115,-0.010
'0:02.416',-1.100,-0.005
'0:02.418',-1.140,0.000
'0:02.420',-1.175,0.005
'0:02.422',-1.230,0.005
'0:02.424',-1.090,0.010
'0:02.426',-1.065,0.010
'0:02.428',-1.045,0.005
'0:02.430',-0.970,-0.005
'0:02.432',-1.080,-0.020
'0:02.434',-1.100,-0.035
'0:02.436',-1.125,-0.055
'0:02.438',-1.225,-0.065
'0:02.440',-1.250,-0.080
'0:02.442',-1.200,-0.080
'0:02.444',-1.205,-0.080
'0:02.446',-1.160,-0.070
'0:02.448',-1.105,-0.060
'0:02.450',-1.080,-0.050
'0:02.452',-1.090,-0.035
'0:02.454',-1.045,-0.030
'0:02.456',-1.065,-0.020
'0:02.458',-1.195,-0.020
'0:02.460',-1.170,-0.020
'0:02.462',-1.180,-0.020
'0:02.464',-1.180,-0.025
'0:02.466',-1.150,-0.030
'0:02.468',-1.075,-0.030
'0:02.470',-1.070,-0.035
'0:02.472',-1.075,-0.040
'0:02.474',-1.080,-0.045
'0:02.476',-1.150,-0.050
'0:02.478',-1.200,-0.050
'0:02.480',-1.215,-0.050
'0:02.482',-1.210,-0.050
'0:02.484',-1.185,-0.050
'0:02.486',-1.145,-0.045
'0:02.488',-1.105,-0.035
'0:02.490',-1.040,-0.030
'0:02.492',-1.045,-0.030
'0:02.494',-1.095,-0.030
'0:02.496',-1.135,-0.030
'0:02.498',-1.180,-0.035
'0:02.500',-1.245,-0.045
'0:02.502',-1.260,-0.050
'0:02.504',-1.220,-0.055
'0:02.506',-1.115,-0.060
'0:02.508',-1.070,-0.060
'0:02.510',-1.070,-0.060
'0:02.512',-1.065,-0.055
'0:02.514',-1.175,-0.055
'0:02.516',-1.135,-0.050
'0:02.518',-1.235,-0.050
'0:02.520',-1.220,-0.050
'0:02.522',-1.230,-0.055
'0:02.524',-1.200,-0.055
'0:02.526',-1.130,-0.060
'0:02.528',-1.080,-0.060
'0:02.530',-1.070,-0.055
'0:02.532',-1.060,-0.055
'0:02.534',-1.140,-0.050
'0:02.536',-1.145,-0.040
'0:02.538',-1.220,-0.040
'0:02.540',-1.195,-0.035
'0:02.542',-1.190,-0.035
'0:02.544',-1.215,-0.040
'0:02.546',-1.120,-0.045
'0:02.548',-1.105,-0.055
'0:02.550',-1.080,-0.060
'0:02.552',-1.140,-0.070
'0:02.554',-1.140,-0.070
'0:02.556',-1.205,-0.070
'0:02.558',-1.260,-0.070
'0:02.560',-1.205,-0.065
'0:02.562',-1.200,-0.060
'0:02.564',-1.160,-0.055
'0:02.566',-1.145,-0.050
'0:02.568',-1.095,-0.045
'0:02.570',-1.100,-0.045
'0:02.572',-1.135,-0.040
'0:02.574',-1.070,-0.045
'0:02.576',-1.110,-0.045
'0:02.578',-1.205,-0.045
'0:02.580',-1.195,-0.045
'0:02.582',-1.135,-0.045
'0:02.584',-1.230,-0.045
'0:02.586',-1.195,-0.045
'0:02.588',-1.085,-0.045
'0:02.590',-1.075,-0.045
'0:02.592',-1.100,-0.045
'0:02.594',-1.105,-0.045
'0:02.596',-1.165,-0.050
'0:02.598',-1.225,-0.050
'0:02.600',-1.250,-0.045
'0:02.602',-1.215,-0.045
'0:02.604',-1.175,-0.045
'0:02.606',-1.090,-0.045
'0:02.608',-1.055,-0.040
'0:02.610',-1.095,-0.040
'0:02.612',-1.100,-0.040
'0:02.614',-1.115,-0.045
'0:02.616',-1.165,-0.045
'0:02.618',-1.225,-0.050
'0:02.620',-1.220,-0.050
'0:02.622',-1.175,-0.055
'0:02.624',-1.175,-0.055
'0:02.626',-1.130,-0.055
'0:02.628',-1.035,-0.060
'0:02.630',-1.125,-0.060
'0:02.632',-1.175,-0.065
'0:02.634',-1.135,-0.065
'0:02.636',-1.150,-0.065
'0:02.638',-1.235,-0.060
'0:02.640',-1.235,-0.055
'0:02.642',-1.185,-0.050
'0:02.644',-1.100,-0.045
'0:02.646',-1.055,-0.035
'0:02.648',-1.070,-0.030
'0:02.650',-1.095,-0.025
'0:02.652',-1.100,-0.025
'0:02.654',-1.165,-0.030
'0:02.656',-1.170,-0.035
'0:02.658',-1.205,-0.045
'0:02.660',-1.170,-0.055
'0:02.662',-1.235,-0.060
'0:02.664',-1.215,-0.065
'0:02.666',-1.095,-0.065
'0:02.668',-1.075,-0.060
'0:02.670',-1.090,-0.050
'0:02.672',-1.065,-0.040
'0:02.674',-1.095,-0.025
'0:02.676',-1.180,-0.020
'0:02.678',-1.240,-0.015
'0:02.680',-1.180,-0.010
'0:02.682',-1.130,-0.015
'0:02.684',-1.120,-0.015
'0:02.686',-1.095,-0.020
'0:02.688',-0.970,-0.020
'0:02.690',-1.065,-0.015
'0:02.692',-1.100,-0.010
'0:02.694',-1.105,0.000
'0:02.696',-1.150,0.010
'0:02.698',-1.185,0.015
'0:02.700',-1.090,0.020
'0:02.702',-1.130,0.020
'0:02.704',-1.090,0.020
'0:02.706',-1.035,0.015
'0:02.708',-0.995,0.015
'0:02.710',-1.040,0.010
'0:02.712',-1.045,0.005
'0:02.714',-1.100,0.000
'0:02.716',-1.180,-0.005
'0:02.718',-1.170,-0.015
'0:02.720',-1.200,-0.020
'0:02.722',-1.160,-0.030
'0:02.724',-1.155,-0.035
'0:02.726',-1.065,-0.040
'0:02.728',-1.115,-0.045
'0:02.730',-1.120,-0.050
'0:02.732',-1.085,-0.045
'0:02.734',-1.085,-0.040
'0:02.736',-1.160,-0.040
'0:02.738',-1.245,-0.035
'0:02.740',-1.210,-0.035
'0:02.742',-1.215,-0.040
'0:02.744',-1.175,-0.045
'0:02.746',-1.145,-0.055
'0:02.748',-1.115,-0.065
'0:02.750',-1.050,-0.070
'0:02.752',-1.155,-0.075
'0:02.754',-1.155,-0.070
'0:02.756',-1.200,-0.065
'0:02.758',-1.275,-0.055
'0:02.760',-1.195,-0.050
'0:02.762',-1.150,-0.050
'0:02.764',-1.175,-0.050
'0:02.766',-1.095,-0.055
'0:02.768',-1.020,-0.060
'0:02.770',-1.145,-0.065
'0:02.772',-1.140,-0.070
'0:02.774',-1.150,-0.075
'0:02.776',-1.175,-0.070
'0:02.778',-1.220,-0.065
'0:02.780',-1.240,-0.060
'0:02.782',-1.185,-0.060
'0:02.784',-1.125,-0.060
'0:02.786',-1.105,-0.070
'0:02.788',-1.130,-0.085
'0:02.790',-1.220,-0.100
'0:02.792',-1.195,-0.115
'0:02.794',-1.180,-0.125
'0:02.796',-1.280,-0.125
'0:02.798',-1.275,-0.115
'0:02.800',-1.225,-0.090
'0:02.802',-1.175,-0.050
'0:02.804',-1.070,0.005
'0:02.806',-0.950,0.065
'0:02.808',-0.895,0.135
'0:02.810',-0.840,0.205
'0:02.812',-0.775,0.270
'0:02.814',-0.720,0.330
'0:02.816',-0.720,0.375
'0:02.818',-0.750,0.405
'0:02.820',-0.685,0.415
'0:02.822',-0.750,0.405
'0:02.824',-0.810,0.365
'0:02.826',-0.795,0.305
'0:02.828',-0.690,0.225
'0:02.830',-0.895,0.135
'0:02.832',-0.955,0.035
'0:02.834',-1.210,-0.060
'0:02.836',-1.420,-0.140
'0:02.838',-1.460,-0.205
'0:02.840',-1.425,-0.250
'0:02.842',-1.370,-0.270
'0:02.844',-1.325,-0.265
'0:02.846',-1.280,-0.250
'0:02.848',-1.205,-0.220
'0:02.850',-1.240,-0.185
'0:02.852',-1.215,-0.150
'0:02.854',-1.220,-0.120
'0:02.856',-1.280,-0.100
'0:02.858',-1.225,-0.085
'0:02.860',-1.190,-0.075
'0:02.862',-1.215,-0.065
'0:02.864',-1.125,-0.065
'0:02.866',-1.080,-0.060
'0:02.868',-1.080,-0.060
'0:02.870',-1.120,-0.055
'0:02.872',-1.115,-0.045
'0:02.874',-1.125,-0.040
'0:02.876',-1.195,-0.030
'0:02.878',-1.230,-0.020
'0:02.880',-1.130,-0.010
'0:02.882',-1.140,-0.005
'0:02.884',-1.090,-0.005
'0:02.886',-1.040,-0.005
'0:02.888',-1.045,-0.010
'0:02.890',-1.040,-0.015
'0:02.892',-1.060,-0.020
'0:02.894',-1.145,-0.030
'0:02.896',-1.175,-0.035
'0:02.898',-1.215,-0.040
'0:02.900',-1.180,-0.040
'0:02.902',-1.150,-0.035
'0:02.904',-1.100,-0.030
'0:02.906',-1.040,-0.025
'0:02.908',-1.035,-0.015
'0:02.910',-1.060,-0.010
'0:02.912',-1.045,0.000
'0:02.914',-1.130,0.005
'0:02.916',-1.155,0.005
'0:02.918',-1.185,0.005
'0:02.920',-1.135,0.000
'0:02.922',-1.180,-0.010
'0:02.924',-1.035,-0.015
'0:02.926',-1.030,-0.020
'0:02.928',-1.015,-0.025
'0:02.930',-1.065,-0.025
'0:02.932',-1.090,-0.020
'0:02.934',-1.190,-0.015
'0:02.936',-1.160,-0.005
'0:02.938',-1.140,0.005
'0:02.940',-1.130,0.015
'0:02.942',-1.115,0.025
'0:02.944',-1.015,0.025
'0:02.946',-0.980,0.030
'0:02.948',-1.005,0.025
'0:02.950',-1.055,0.020
'0:02.952',-1.080,0.010
'0:02.954',-1.105,0.005
'0:02.956',-1.155,0.000
'0:02.958',-1.155,-0.005
'0:02.960',-1.135,-0.005
'0:02.962',-1.145,-0.005
'0:02.964',-1.025,0.000
'0:02.966',-1.040,0.005
'0:02.968',-1.030,0.005
'0:02.970',-1.025,0.010
'0:02.972',-1.070,0.010
'0:02.974',-1.060,0.015
'0:02.976',-1.200,0.015
'0:02.978',-1.125,0.015
'0:02.980',-1.050,0.020
'0:02.982',-1.055,0.025
'0:02.984',-1.030,0.030
'0:02.986',-1.015,0.035
'0:02.988',-1.010,0.040
'0:02.990',-1.000,0.040
'0:02.992',-1.040,0.045
'0:02.994',-1.085,0.045
'0:02.996',-1.120,0.045
'0:02.998',-1.075,0.045
'0:03.000',-1.095,0.045
'0:03.002',-1.050,0.050
'0:03.004',-0.995,0.055
'0:03.006',-0.920,0.065
'0:03.008',-0.950,0.075
'0:03.010',-0.975,0.085
'0:03.012',-0.970,0.095
'0:03.014',-0.995,0.105
'0:03.016',-1.055,0.105
'0:03.018',-1.095,0.110
'0:03.020',-1.025,0.105
'0:03.022',-0.975,0.100
'0:03.024',-0.945,0.090
'0:03.026',-0.905,0.085
'0:03.028',-0.935,0.085
'0:03.030',-0.960,0.085
'0:03.032',-0.950,0.095
'0:03.034',-0.995,0.110
'0:03.036',-1.015,0.120
'0:03.038',-1.035,0.135
'0:03.040',-1.040,0.150
'0:03.042',-0.920,0.155
'0:03.044',-0.835,0.160
'0:03.046',-0.840,0.165
'0:03.048',-0.870,0.160
'0:03.050',-0.875,0.160
'0:03.052',-0.950,0.160
'0:03.054',-1.000,0.155
'0:03.056',-0.985,0.155
'0:03.058',-1.020,0.155
'0:03.060',-0.915,0.150
'0:03.062',-0.950,0.150
'0:03.064',-0.890,0.145
'0:03.066',-0.820,0.140
'0:03.068',-0.915,0.135
'0:03.070',-0.920,0.135
'0:03.072',-0.900,0.130
'0:03.074',-0.950,0.135
'0:03.076',-1.030,0.135
'0:03.078',-1.035,0.140
'0:03.080',-0.940,0.145
'0:03.082',-0.905,0.145
'0:03.084',-0.955,0.140
'0:03.086',-0.890,0.135
'0:03.088',-0.915,0.120
'0:03.090',-0.930,0.110
'0:03.092',-1.005,0.095
'0:03.094',-1.030,0.080
'0:03.096',-1.100,0.065
'0:03.098',-1.070,0.055
'0:03.100',-1.025,0.045
'0:03.102',-1.045,0.035
'0:03.104',-0.950,0.025
'0:03.106',-1.035,0.020
'0:03.108',-1.085,0.015
'0:03.110',-1.045,0.015
'0:03.112',-1.000,0.010
'0:03.114',-1.125,0.010
'0:03.116',-1.150,0.010
'0:03.118',-1.120,0.010
'0:03.120',-1.100,0.010
'0:03.122',-1.055,0.005
'0:03.124',-1.040,0.005
'0:03.126',-0.985,0.000
'0:03.128',-1.045,-0.005
'0:03.130',-1.030,-0.005
'0:03.132',-1.040,-0.010
'0:03.134',-1.160,-0.010
'0:03.136',-1.190,-0.010
'0:03.138',-1.120,-0.010
'0:03.140',-1.125,-0.010
'0:03.142',-1.120,-0.015
'0:03.144',-1.055,-0.025
'0:03.146',-1.005,-0.035
'0:03.148',-1.040,-0.045
'0:03.150',-1.055,-0.055
'0:03.152',-1.165,-0.060
'0:03.154',-1.190,-0.065
'0:03.156',-1.175,-0.065
'0:03.158',-1.180,-0.060
'0:03.160',-1.135,-0.055
'0:03.162',-1.105,-0.050
'0:03.164',-1.070,-0.045
'0:03.166',-1.060,-0.040
'0:03.168',-1.060,-0.040
'0:03.170',-1.090,-0.045
'0:03.172',-1.145,-0.050
'0:03.174',-1.215,-0.055
'0:03.176',-1.195,-0.055
'0:03.178',-1.155,-0.055
'0:03.180',-1.125,-0.055
'0:03.182',-1.115,-0.050
'0:03.184',-1.045,-0.045
'0:03.186',-1.020,-0.040
'0:03.188',-1.125,-0.035
'0:03.190',-1.045,-0.035
'0:03.192',-1.095,-0.035
'0:03.194',-1.135,-0.035
'0:03.196',-1.145,-0.035
'0:03.198',-1.125,-0.035
'0:03.200',-1.175,-0.035
'0:03.202',-1.040,-0.030
'0:03.204',-1.060,-0.025
'0:03.206',-1.010,-0.020
'0:03.208',-1.045,-0.015
'0:03.210',-1.040,-0.010
'0:03.212',-1.085,-0.005
'0:03.214',-1.090,-0.005
'0:03.216',-1.155,-0.005
'0:03.218',-1.165,-0.010
'0:03.220',-1.120,-0.015
'0:03.222',-1.020,-0.020
'0:03.224',-0.995,-0.025
'0:03.226',-1.035,-0.025
'0:03.228',-0.995,-0.025
'0:03.230',-1.115,-0.025
'0:03.232',-1.205,-0.020
'0:03.234',-1.130,-0.010
'0:03.236',-1.130,0.000
'0:03.238',-1.045,0.010
'0:03.240',-1.055,0.015
'0:03.242',-1.015,0.020
'0:03.244',-1.000,0.025
'0:03.246',-0.975,0.025
'0:03.248',-1.005,0.025
'0:03.250',-1.005,0.020
'0:03.252',-1.065,0.015
'0:03.254',-1.135,0.010
'0:03.256',-1.160,0.005
'0:03.258',-1.160,0.000
'0:03.260',-1.070,-0.005
'0:03.262',-0.975,-0.005
'0:03.264',-0.975,0.000
'0:03.266',-0.990,0.000
'0:03.268',-1.015,0.000
'0:03.270',-1.055,0.005
'0:03.272',-1.125,0.005
'0:03.274',-1.170,0.005
'0:03.276',-1.095,0.005
'0:03.278',-1.075,0.000
'0:03.280',-1.070,-0.005
'0:03.282',-1.075,-0.010
'0:03.284',-0.960,-0.015
'0:03.286',-1.015,-0.020
'0:03.288',-1.010,-0.020
'0:03.290',-1.065,-0.020
'0:03.292',-1.225,-0.015
'0:03.294',-1.080,-0.005
'0:03.296',-1.055,0.005
'0:03.298',-1.060,0.010
'0:03.300',-1.065,0.015
'0:03.302',-1.020,0.020
'0:03.304',-0.955,0.015
'0:03.306',-0.970,0.010
'0:03.308',-1.010,0.005
'0:03.310',-1.015,-0.005
'0:03.312',-1.120,-0.015
'0:03.314',-1.145,-0.025
'0:03.316',-1.170,-0.030
'0:03.318',-1.110,-0.035
'0:03.320',-1.035,-0.035
'0:03.322',-1.085,-0.035
'0:03.324',-0.995,-0.035
'0:03.326',-1.030,-0.030
'0:03.328',-0.995,-0.030
'0:03.330',-1.020,-0.030
'0:03.332',-1.125,-0.025
'0:03.334',-1.190,-0.025
'0:03.336',-1.160,-0.025
'0:03.338',-1.120,-0.025
'0:03.340',-1.065,-0.030
'0:03.342',-1.040,-0.035
'0:03.344',-0.990,-0.035
'0:03.346',-1.015,-0.040
'0:03.348',-1.025,-0.045
'0:03.350',-1.060,-0.045
'0:03.352',-1.095,-0.045
'0:03.354',-1.185,-0.040
'0:03.356',-1.150,-0.035
