'Elapsed time','ECG I','ECG I filtered'
'0:01.790',1.250,-0.265
'0:01.792',1.245,-0.250
'0:01.794',1.240,-0.240
'0:01.796',1.140,-0.230
'0:01.798',1.080,-0.225
'0:01.800',1.090,-0.220
'0:01.802',1.075,-0.215
'0:01.804',1.115,-0.210
'0:01.806',1.190,-0.210
'0:01.808',1.250,-0.210
'0:01.810',1.245,-0.210
'0:01.812',1.255,-0.210
'0:01.814',1.200,-0.205
'0:01.816',1.145,-0.205
'0:01.818',1.055,-0.200
'0:01.820',1.025,-0.190
'0:01.822',1.030,-0.180
'0:01.824',1.155,-0.170
'0:01.826',1.175,-0.160
'0:01.828',1.280,-0.155
'0:01.830',1.275,-0.150
'0:01.832',1.260,-0.145
'0:01.834',1.185,-0.145
'0:01.836',1.130,-0.145
'0:01.838',1.070,-0.145
'0:01.840',1.055,-0.145
'0:01.842',1.055,-0.145
'0:01.844',1.125,-0.140
'0:01.846',1.230,-0.135
'0:01.848',1.225,-0.130
'0:01.850',1.285,-0.125
'0:01.852',1.245,-0.120
'0:01.854',1.205,-0.115
'0:01.856',1.095,-0.110
'0:01.858',1.080,-0.110
'0:01.860',1.030,-0.110
'0:01.862',1.060,-0.105
'0:01.864',1.125,-0.105
'0:01.866',1.225,-0.100
'0:01.868',1.265,-0.095
'0:01.870',1.285,-0.085
'0:01.872',1.235,-0.075
'0:01.874',1.205,-0.065
'0:01.876',1.130,-0.055
'0:01.878',1.095,-0.045
'0:01.880',1.095,-0.035
'0:01.882',1.140,-0.025
'0:01.884',1.205,-0.015
'0:01.886',1.280,-0.005
'0:01.888',1.315,0.005
'0:01.890',1.335,0.020
'0:01.892',1.320,0.030
'0:01.894',1.275,0.045
'0:01.896',1.205,0.065
'0:01.898',1.180,0.080
'0:01.900',1.165,0.095
'0:01.902',1.210,0.105
'0:01.904',1.250,0.115
'0:01.906',1.380,0.120
'0:01.908',1.385,0.125
'0:01.910',1.380,0.125
'0:01.912',1.365,0.120
'0:01.914',1.325,0.120
'0:01.916',1.215,0.115
'0:01.918',1.165,0.110
'0:01.920',1.150,0.110
'0:01.922',1.165,0.110
'0:01.924',1.235,0.115
'0:01.926',1.315,0.120
'0:01.928',1.330,0.125
'0:01.930',1.340,0.125
'0:01.932',1.310,0.125
'0:01.934',1.240,0.125
'0:01.936',1.135,0.120
'0:01.938',1.125,0.110
'0:01.940',1.085,0.100
'0:01.942',1.095,0.090
'0:01.944',1.130,0.075
'0:01.946',1.215,0.060
'0:01.948',1.215,0.050
'0:01.950',1.205,0.035
'0:01.952',1.170,0.020
'0:01.954',1.095,0.010
'0:01.956',0.980,-0.005
'0:01.958',0.940,-0.020
'0:01.960',0.890,-0.035
'0:01.962',0.915,-0.045
'0:01.964',0.975,-0.060
'0:01.966',1.075,-0.070
'0:01.968',1.060,-0.075
'0:01.970',1.045,-0.080
'0:01.972',1.020,-0.080
'0:01.974',0.930,-0.080
'0:01.976',0.850,-0.080
'0:01.978',0.840,-0.080
'0:01.980',0.820,-0.080
'0:01.982',0.830,-0.085
'0:01.984',0.905,-0.085
'0:01.986',0.980,-0.085
'0:01.988',0.995,-0.090
'0:01.990',1.030,-0.090
'0:01.992',0.970,-0.095
'0:01.994',0.900,-0.095
'0:01.996',0.805,-0.095
'0:01.998',0.780,-0.095
'0:02.000',0.780,-0.095
'0:02.002',0.820,-0.095
'0:02.004',0.875,-0.095
'0:02.006',0.950,-0.095
'0:02.008',0.965,-0.095
'0:02.010',0.950,-0.090
'0:02.012',0.935,-0.085
'0:02.014',0.845,-0.080
'0:02.016',0.780,-0.075
'0:02.018',0.795,-0.070
'0:02.020',0.785,-0.065
'0:02.022',0.815,-0.060
'0:02.024',0.870,-0.060
'0:02.026',0.930,-0.060
'0:02.028',0.915,-0.065
'0:02.030',0.935,-0.065
'0:02.032',0.905,-0.065
'0:02.034',0.865,-0.070
'0:02.036',0.775,-0.070
'0:02.038',0.745,-0.065
'0:02.040',0.725,-0.060
'0:02.042',0.765,-0.055
'0:02.044',0.840,-0.050
'0:02.046',0.910,-0.045
'0:02.048',0.920,-0.040
'0:02.050',0.910,-0.040
'0:02.052',0.895,-0.035
'0:02.054',0.805,-0.035
'0:02.056',0.725,-0.040
'0:02.058',0.700,-0.040
'0:02.060',0.705,-0.045
'0:02.062',0.770,-0.045
'0:02.064',0.795,-0.050
'0:02.066',0.870,-0.050
'0:02.068',0.855,-0.050
'0:02.070',0.890,-0.045
'0:02.072',0.855,-0.045
'0:02.074',0.770,-0.040
'0:02.076',0.720,-0.035
'0:02.078',0.670,-0.030
'0:02.080',0.685,-0.030
'0:02.082',0.695,-0.030
'0:02.084',0.780,-0.035
'0:02.086',0.850,-0.035
'0:02.088',0.845,-0.040
'0:02.090',0.835,-0.040
'0:02.092',0.800,-0.040
'0:02.094',0.745,-0.040
'0:02.096',0.690,-0.035
'0:02.098',0.645,-0.025
'0:02.100',0.665,-0.015
'0:02.102',0.720,-0.005
'0:02.104',0.790,0.000
'0:02.106',0.850,0.005
'0:02.108',0.870,0.005
'0:02.110',0.855,0.005
'0:02.112',0.825,0.005
'0:02.114',0.720,0.000
'0:02.116',0.665,0.000
'0:02.118',0.630,0.000
'0:02.120',0.640,0.005
'0:02.122',0.710,0.010
'0:02.124',0.770,0.020
'0:02.126',0.805,0.030
'0:02.128',0.865,0.040
'0:02.130',0.835,0.045
'0:02.132',0.770,0.045
'0:02.134',0.680,0.050
'0:02.136',0.650,0.045
'0:02.138',0.630,0.045
'0:02.140',0.645,0.040
'0:02.142',0.660,0.035
'0:02.144',0.755,0.030
'0:02.146',0.795,0.025
'0:02.148',0.795,0.020
'0:02.150',0.775,0.015
'0:02.152',0.700,0.010
'0:02.154',0.610,0.005
'0:02.156',0.570,0.005
'0:02.158',0.545,0.000
'0:02.160',0.575,-0.005
'0:02.162',0.605,-0.005
'0:02.164',0.700,-0.010
'0:02.166',0.710,-0.010
'0:02.168',0.710,-0.010
'0:02.170',0.720,-0.010
'0:02.172',0.670,-0.005
'0:02.174',0.570,-0.005
'0:02.176',0.530,-0.005
'0:02.178',0.535,-0.005
'0:02.180',0.550,-0.005
'0:02.182',0.565,0.000
'0:02.184',0.650,0.000
'0:02.186',0.675,0.000
'0:02.188',0.700,0.000
'0:02.190',0.690,0.000
'0:02.192',0.630,0.000
'0:02.194',0.540,0.000
'0:02.196',0.505,0.000
'0:02.198',0.485,0.000
'0:02.200',0.515,-0.005
'0:02.202',0.535,-0.005
'0:02.204',0.610,-0.005
'0:02.206',0.660,0.000
'0:02.208',0.665,0.000
'0:02.210',0.665,0.005
'0:02.212',0.610,0.015
'0:02.214',0.510,0.035
'0:02.216',0.490,0.065
'0:02.218',0.555,0.105
'0:02.220',0.665,0.160
'0:02.222',0.770,0.225
'0:02.224',0.905,0.290
'0:02.226',1.015,0.350
'0:02.228',1.090,0.400
'0:02.230',1.130,0.430
'0:02.232',1.060,0.425
'0:02.234',0.855,0.395
'0:02.236',0.715,0.330
'0:02.238',0.560,0.235
'0:02.240',0.530,0.130
'0:02.242',0.510,0.015
'0:02.244',0.465,-0.095
'0:02.246',0.370,-0.185
'0:02.248',0.300,-0.255
'0:02.250',0.240,-0.300
'0:02.252',0.155,-0.315
'0:02.254',0.115,-0.310
'0:02.256',0.145,-0.285
'0:02.258',0.170,-0.255
'0:02.260',0.220,-0.220
'0:02.262',0.270,-0.185
'0:02.264',0.365,-0.155
'0:02.266',0.450,-0.125
'0:02.268',0.485,-0.095
'0:02.270',0.515,-0.065
'0:02.272',0.485,-0.040
'0:02.274',0.405,-0.010
'0:02.276',0.375,0.020
'0:02.278',0.415,0.045
'0:02.280',0.455,0.065
'0:02.282',0.505,0.075
'0:02.284',0.565,0.080
'0:02.286',0.600,0.080
'0:02.288',0.610,0.075
'0:02.290',0.560,0.065
'0:02.292',0.510,0.060
'0:02.294',0.465,0.060
'0:02.296',0.435,0.065
'0:02.298',0.435,0.070
'0:02.300',0.450,0.085
'0:02.302',0.500,0.095
'0:02.304',0.595,0.110
'0:02.306',0.610,0.115
'0:02.308',0.610,0.120
'0:02.310',0.560,0.120
'0:02.312',0.520,0.120
'0:02.314',0.465,0.115
'0:02.316',0.445,0.110
'0:02.318',0.450,0.110
'0:02.320',0.470,0.115
'0:02.322',0.510,0.120
'0:02.324',0.595,0.125
'0:02.326',0.630,0.135
'0:02.328',0.605,0.140
'0:02.330',0.575,0.150
'0:02.332',0.510,0.150
'0:02.334',0.435,0.155
'0:02.336',0.425,0.155
'0:02.338',0.430,0.160
'0:02.340',0.465,0.160
'0:02.342',0.555,0.165
'0:02.344',0.595,0.165
'0:02.346',0.620,0.170
'0:02.348',0.620,0.175
'0:02.350',0.590,0.180
'0:02.352',0.520,0.190
'0:02.354',0.485,0.195
'0:02.356',0.480,0.205
'0:02.358',0.470,0.210
'0:02.360',0.530,0.220
'0:02.362',0.600,0.225
'0:02.364',0.645,0.230
'0:02.366',0.680,0.240
'0:02.368',0.660,0.245
'0:02.370',0.585,0.250
'0:02.372',0.570,0.260
'0:02.374',0.535,0.265
'0:02.376',0.520,0.275
'0:02.378',0.525,0.285
'0:02.380',0.575,0.295
'0:02.382',0.675,0.305
'0:02.384',0.705,0.315
'0:02.386',0.735,0.325
'0:02.388',0.730,0.330
'0:02.390',0.665,0.335
'0:02.392',0.625,0.345
'0:02.394',0.590,0.350
'0:02.396',0.555,0.355
'0:02.398',0.580,0.360
'0:02.400',0.615,0.370
'0:02.402',0.705,0.375
'0:02.404',0.730,0.375
'0:02.406',0.765,0.380
'0:02.408',0.755,0.380
'0:02.410',0.705,0.375
'0:02.412',0.605,0.375
'0:02.414',0.565,0.370
'0:02.416',0.555,0.365
'0:02.418',0.560,0.365
'0:02.420',0.580,0.365
'0:02.422',0.670,0.365
'0:02.424',0.720,0.370
'0:02.426',0.720,0.370
'0:02.428',0.705,0.365
'0:02.430',0.630,0.360
'0:02.432',0.580,0.355
'0:02.434',0.500,0.340
'0:02.436',0.470,0.325
'0:02.438',0.490,0.305
'0:02.440',0.500,0.290
'0:02.442',0.575,0.275
'0:02.444',0.585,0.260
'0:02.446',0.575,0.250
'0:02.448',0.555,0.245
'0:02.450',0.495,0.240
'0:02.452',0.405,0.235
'0:02.454',0.350,0.225
'0:02.456',0.325,0.215
'0:02.458',0.330,0.200
'0:02.460',0.360,0.190
'0:02.462',0.445,0.175
'0:02.464',0.475,0.160
'0:02.466',0.475,0.150
'0:02.468',0.460,0.140
'0:02.470',0.385,0.140
'0:02.472',0.280,0.140
'0:02.474',0.275,0.140
'0:02.476',0.255,0.145
'0:02.478',0.270,0.145
'0:02.480',0.310,0.145
'0:02.482',0.405,0.140
'0:02.484',0.420,0.135
'0:02.486',0.425,0.130
'0:02.488',0.390,0.120
'0:02.490',0.330,0.115
'0:02.492',0.225,0.110
'0:02.494',0.225,0.110
'0:02.496',0.215,0.110
'0:02.498',0.255,0.115
'0:02.500',0.290,0.115
'0:02.502',0.370,0.120
'0:02.504',0.385,0.120
'0:02.506',0.405,0.120
'0:02.508',0.365,0.120
'0:02.510',0.320,0.120
'0:02.512',0.245,0.120
'0:02.514',0.220,0.115
'0:02.516',0.220,0.115
'0:02.518',0.225,0.110
'0:02.520',0.280,0.110
'0:02.522',0.360,0.110
'0:02.524',0.360,0.110
'0:02.526',0.380,0.115
'0:02.528',0.360,0.115
'0:02.530',0.295,0.120
'0:02.532',0.215,0.125
'0:02.534',0.200,0.125
'0:02.536',0.180,0.130
'0:02.538',0.205,0.135
'0:02.540',0.260,0.135
'0:02.542',0.325,0.130
'0:02.544',0.340,0.130
'0:02.546',0.355,0.125
'0:02.548',0.305,0.115
'0:02.550',0.255,0.110
'0:02.552',0.195,0.100
'0:02.554',0.170,0.095
'0:02.556',0.145,0.090
'0:02.558',0.180,0.090
'0:02.560',0.240,0.085
'0:02.562',0.295,0.085
'0:02.564',0.295,0.085
'0:02.566',0.325,0.085
'0:02.568',0.275,0.085
'0:02.570',0.215,0.085
'0:02.572',0.140,0.085
'0:02.574',0.125,0.085
'0:02.576',0.120,0.080
'0:02.578',0.155,0.075
'0:02.580',0.215,0.075
'0:02.582',0.255,0.070
'0:02.584',0.290,0.070
'0:02.586',0.295,0.070
'0:02.588',0.260,0.075
'0:02.590',0.200,0.075
'0:02.592',0.155,0.080
'0:02.594',0.115,0.085
'0:02.596',0.100,0.085
'0:02.598',0.140,0.085
'0:02.600',0.215,0.090
'0:02.602',0.280,0.085
'0:02.604',0.295,0.085
'0:02.606',0.270,0.085
'0:02.608',0.255,0.085
'0:02.610',0.185,0.085
'0:02.612',0.130,0.085
'0:02.614',0.110,0.085
'0:02.616',0.100,0.085
'0:02.618',0.145,0.090
'0:02.620',0.210,0.090
'0:02.622',0.260,0.090
'0:02.624',0.295,0.090
'0:02.626',0.275,0.090
'0:02.628',0.220,0.090
'0:02.630',0.155,0.090
'0:02.632',0.115,0.090
'0:02.634',0.090,0.090
'0:02.636',0.075,0.090
'0:02.638',0.140,0.090
'0:02.640',0.200,0.095
'0:02.642',0.240,0.095
'0:02.644',0.250,0.095
'0:02.646',0.260,0.095
'0:02.648',0.210,0.090
'0:02.650',0.160,0.090
'0:02.652',0.090,0.090
'0:02.654',0.065,0.085
'0:02.656',0.090,0.085
'0:02.658',0.125,0.080
'0:02.660',0.175,0.080
'0:02.662',0.225,0.075
'0:02.664',0.245,0.070
'0:02.666',0.205,0.065
'0:02.668',0.150,0.060
'0:02.670',0.085,0.055
'0:02.672',0.045,0.050
'0:02.674',0.025,0.045
'0:02.676',0.030,0.045
'0:02.678',0.060,0.045
'0:02.680',0.125,0.040
'0:02.682',0.170,0.040
'0:02.684',0.170,0.040
'0:02.686',0.170,0.040
'0:02.688',0.125,0.040
'0:02.690',0.065,0.040
'0:02.692',0.025,0.035
'0:02.694',0.005,0.035
'0:02.696',-0.005,0.030
'0:02.698',0.045,0.030
'0:02.700',0.120,0.030
'0:02.702',0.150,0.035
'0:02.704',0.165,0.035
'0:02.706',0.160,0.035
'0:02.708',0.105,0.035
'0:02.710',0.030,0.035
'0:02.712',0.015,0.030
'0:02.714',-0.020,0.025
'0:02.716',-0.055,0.015
'0:02.718',-0.005,0.005
'0:02.720',0.080,0.000
'0:02.722',0.125,0.000
'0:02.724',0.130,0.005
'0:02.726',0.120,0.030
'0:02.728',0.135,0.060
'0:02.730',0.115,0.110
'0:02.732',0.140,0.170
'0:02.734',0.190,0.235
'0:02.736',0.270,0.300
'0:02.738',0.385,0.360
'0:02.740',0.555,0.405
'0:02.742',0.605,0.430
'0:02.744',0.585,0.420
'0:02.746',0.470,0.385
'0:02.748',0.290,0.320
'0:02.750',0.120,0.235
'0:02.752',0.055,0.130
'0:02.754',-0.030,0.020
'0:02.756',-0.120,-0.085
'0:02.758',-0.200,-0.175
'0:02.760',-0.250,-0.250
'0:02.762',-0.275,-0.295
'0:02.764',-0.235,-0.325
'0:02.766',-0.225,-0.325
'0:02.768',-0.250,-0.315
'0:02.770',-0.285,-0.290
'0:02.772',-0.285,-0.260
'0:02.774',-0.295,-0.225
'0:02.776',-0.260,-0.190
'0:02.778',-0.170,-0.155
'0:02.780',-0.040,-0.125
'0:02.782',-0.020,-0.100
'0:02.784',0.020,-0.075
'0:02.786',0.025,-0.050
'0:02.788',-0.010,-0.030
'0:02.790',-0.070,-0.015
'0:02.792',-0.055,0.000
'0:02.794',-0.075,0.010
'0:02.796',-0.045,0.020
'0:02.798',0.005,0.025
'0:02.800',0.085,0.025
'0:02.802',0.100,0.030
'0:02.804',0.130,0.030
'0:02.806',0.105,0.035
'0:02.808',0.055,0.040
'0:02.810',-0.030,0.040
'0:02.812',-0.045,0.045
'0:02.814',-0.040,0.050
'0:02.816',-0.025,0.050
'0:02.818',0.025,0.050
'0:02.820',0.085,0.050
'0:02.822',0.105,0.050
'0:02.824',0.125,0.050
'0:02.826',0.090,0.050
'0:02.828',0.040,0.045
'0:02.830',-0.035,0.045
'0:02.832',-0.075,0.045
'0:02.834',-0.050,0.050
'0:02.836',-0.030,0.050
'0:02.838',0.025,0.050
'0:02.840',0.090,0.055
'0:02.842',0.110,0.055
'0:02.844',0.140,0.060
'0:02.846',0.110,0.065
'0:02.848',0.070,0.075
'0:02.850',-0.035,0.080
'0:02.852',-0.035,0.085
'0:02.854',-0.050,0.090
'0:02.856',0.010,0.095
'0:02.858',0.070,0.095
'0:02.860',0.145,0.095
'0:02.862',0.150,0.095
'0:02.864',0.135,0.095
'0:02.866',0.110,0.100
'0:02.868',0.055,0.100
'0:02.870',0.005,0.105
'0:02.872',0.000,0.105
'0:02.874',-0.010,0.110
'0:02.876',0.030,0.115
'0:02.878',0.090,0.125
'0:02.880',0.160,0.130
'0:02.882',0.190,0.135
'0:02.884',0.195,0.140
'0:02.886',0.175,0.145
'0:02.888',0.115,0.155
'0:02.890',0.065,0.160
'0:02.892',0.045,0.170
'0:02.894',0.050,0.180
'0:02.896',0.085,0.185
'0:02.898',0.165,0.195
'0:02.900',0.225,0.200
'0:02.902',0.255,0.205
'0:02.904',0.265,0.210
'0:02.906',0.230,0.215
'0:02.908',0.150,0.225
'0:02.910',0.090,0.230
'0:02.912',0.090,0.240
'0:02.914',0.085,0.245
'0:02.916',0.140,0.250
'0:02.918',0.200,0.255
'0:02.920',0.260,0.255
'0:02.922',0.270,0.250
'0:02.924',0.265,0.250
'0:02.926',0.220,0.245
'0:02.928',0.160,0.240
'0:02.930',0.100,0.240
'0:02.932',0.075,0.240
'0:02.934',0.065,0.235
'0:02.936',0.120,0.235
'0:02.938',0.170,0.235
'0:02.940',0.210,0.230
'0:02.942',0.210,0.220
'0:02.944',0.205,0.210
'0:02.946',0.160,0.195
'0:02.948',0.065,0.180
'0:02.950',0.025,0.170
'0:02.952',-0.005,0.155
'0:02.954',-0.025,0.145
'0:02.956',-0.025,0.130
'0:02.958',0.050,0.125
'0:02.960',0.080,0.115
'0:02.962',0.090,0.105
'0:02.964',0.065,0.090
'0:02.966',0.025,0.080
'0:02.968',-0.070,0.065
'0:02.970',-0.130,0.055
'0:02.972',-0.160,0.040
'0:02.974',-0.155,0.030
'0:02.976',-0.110,0.020
'0:02.978',-0.060,0.010
'0:02.980',-0.020,0.000
'0:02.982',-0.020,-0.005
'0:02.984',-0.030,-0.015
'0:02.986',-0.060,-0.020
'0:02.988',-0.160,-0.025
'0:02.990',-0.175,-0.030
'0:02.992',-0.210,-0.035
'0:02.994',-0.205,-0.035
'0:02.996',-0.170,-0.035
'0:02.998',-0.100,-0.035
'0:03.000',-0.065,-0.035
'0:03.002',-0.025,-0.030
'0:03.004',-0.035,-0.030
'0:03.006',-0.075,-0.030
'0:03.008',-0.165,-0.030
'0:03.010',-0.185,-0.025
'0:03.012',-0.210,-0.025
'0:03.014',-0.195,-0.025
'0:03.016',-0.160,-0.025
'0:03.018',-0.090,-0.025
'0:03.020',-0.085,-0.020
'0:03.022',-0.040,-0.020
'0:03.024',-0.060,-0.015
'0:03.026',-0.110,-0.015
'0:03.028',-0.185,-0.015
'0:03.030',-0.205,-0.020
'0:03.032',-0.225,-0.020
'0:03.034',-0.230,-0.025
'0:03.036',-0.185,-0.030
'0:03.038',-0.100,-0.030
'0:03.040',-0.080,-0.035
'0:03.042',-0.055,-0.035
'0:03.044',-0.080,-0.035
'0:03.046',-0.140,-0.035
'0:03.048',-0.215,-0.035
'0:03.050',-0.230,-0.035
'0:03.052',-0.265,-0.035
'0:03.054',-0.230,-0.040
'0:03.056',-0.185,-0.040
'0:03.058',-0.105,-0.040
'0:03.060',-0.070,-0.040
'0:03.062',-0.075,-0.040
'0:03.064',-0.095,-0.035
'0:03.066',-0.165,-0.035
'0:03.068',-0.240,-0.035
'0:03.070',-0.250,-0.035
'0:03.072',-0.265,-0.040
'0:03.074',-0.250,-0.045
'0:03.076',-0.220,-0.050
'0:03.078',-0.115,-0.055
'0:03.080',-0.120,-0.060
'0:03.082',-0.090,-0.060
'0:03.084',-0.130,-0.065
'0:03.086',-0.190,-0.060
'0:03.088',-0.280,-0.060
'0:03.090',-0.280,-0.060
'0:03.092',-0.285,-0.060
'0:03.094',-0.265,-0.065
'0:03.096',-0.230,-0.070
'0:03.098',-0.160,-0.075
'0:03.100',-0.130,-0.085
'0:03.102',-0.120,-0.090
'0:03.104',-0.145,-0.095
'0:03.106',-0.230,-0.095
'0:03.108',-0.300,-0.090
'0:03.110',-0.305,-0.085
'0:03.112',-0.295,-0.080
'0:03.114',-0.270,-0.075
'0:03.116',-0.215,-0.065
'0:03.118',-0.140,-0.065
'0:03.120',-0.125,-0.060
'0:03.122',-0.120,-0.060
'0:03.124',-0.145,-0.060
'0:03.126',-0.205,-0.060
'0:03.128',-0.275,-0.060
'0:03.130',-0.300,-0.060
'0:03.132',-0.320,-0.060
'0:03.134',-0.290,-0.060
'0:03.136',-0.230,-0.060
'0:03.138',-0.175,-0.065
'0:03.140',-0.160,-0.065
'0:03.142',-0.120,-0.065
'0:03.144',-0.175,-0.065
'0:03.146',-0.210,-0.065
'0:03.148',-0.280,-0.065
'0:03.150',-0.285,-0.065
'0:03.152',-0.310,-0.060
'0:03.154',-0.285,-0.060
'0:03.156',-0.240,-0.060
'0:03.158',-0.195,-0.060
'0:03.160',-0.175,-0.060
'0:03.162',-0.165,-0.065
'0:03.164',-0.180,-0.065
'0:03.166',-0.220,-0.070
'0:03.168',-0.305,-0.070
'0:03.170',-0.325,-0.075
'0:03.172',-0.330,-0.075
'0:03.174',-0.300,-0.075
'0:03.176',-0.250,-0.075
'0:03.178',-0.180,-0.075
'0:03.180',-0.185,-0.080
'0:03.182',-0.165,-0.090
'0:03.184',-0.215,-0.095
'0:03.186',-0.310,-0.100
'0:03.188',-0.350,-0.110
'0:03.190',-0.375,-0.115
'0:03.192',-0.365,-0.120
'0:03.194',-0.335,-0.125
'0:03.196',-0.285,-0.125
'0:03.198',-0.230,-0.125
'0:03.200',-0.220,-0.125
'0:03.202',-0.220,-0.120
'0:03.204',-0.275,-0.115
'0:03.206',-0.335,-0.110
'0:03.208',-0.380,-0.110
'0:03.210',-0.405,-0.110
'0:03.212',-0.400,-0.110
'0:03.214',-0.360,-0.115
'0:03.216',-0.305,-0.120
'0:03.218',-0.245,-0.130
'0:03.220',-0.245,-0.140
'0:03.222',-0.250,-0.150
'0:03.224',-0.310,-0.160
'0:03.226',-0.365,-0.160
'0:03.228',-0.415,-0.160
'0:03.230',-0.445,-0.155
'0:03.232',-0.410,-0.150
'0:03.234',-0.380,-0.140
'0:03.236',-0.330,-0.140
'0:03.238',-0.315,-0.145
'0:03.240',-0.305,-0.155
'0:03.242',-0.295,-0.170
'0:03.244',-0.345,-0.185
'0:03.246',-0.440,-0.195
'0:03.248',-0.475,-0.195
'0:03.250',-0.480,-0.175
'0:03.252',-0.410,-0.135
'0:03.254',-0.305,-0.080
'0:03.256',-0.165,-0.010
'0:03.258',-0.065,0.070
'0:03.260',0.045,0.150
'0:03.262',0.105,0.215
'0:03.264',0.140,0.260
'0:03.266',0.100,0.280
'0:03.268',0.020,0.270
'0:03.270',-0.100,0.225
'0:03.272',-0.235,0.160
'0:03.274',-0.225,0.080
'0:03.276',-0.170,-0.015
'0:03.278',-0.230,-0.110
'0:03.280',-0.270,-0.200
'0:03.282',-0.490,-0.275
'0:03.284',-0.645,-0.335
'0:03.286',-0.710,-0.380
'0:03.288',-0.700,-0.405
'0:03.290',-0.700,-0.415
'0:03.292',-0.695,-0.415
'0:03.294',-0.650,-0.405
'0:03.296',-0.575,-0.390
'0:03.298',-0.555,-0.370
'0:03.300',-0.500,-0.350
'0:03.302',-0.495,-0.325
'0:03.304',-0.475,-0.300
'0:03.306',-0.520,-0.275
'0:03.308',-0.535,-0.255
'0:03.310',-0.535,-0.230
'0:03.312',-0.490,-0.205
'0:03.314',-0.435,-0.185
'0:03.316',-0.340,-0.165
'0:03.318',-0.310,-0.150
'0:03.320',-0.315,-0.135
'0:03.322',-0.310,-0.130
'0:03.324',-0.355,-0.125
'0:03.326',-0.415,-0.125
'0:03.328',-0.435,-0.125
'0:03.330',-0.465,-0.125
'0:03.332',-0.435,-0.125
'0:03.334',-0.380,-0.120
'0:03.336',-0.315,-0.120
'0:03.338',-0.290,-0.115
'0:03.340',-0.270,-0.110
'0:03.342',-0.300,-0.110
'0:03.344',-0.355,-0.110
'0:03.346',-0.415,-0.110
'0:03.348',-0.440,-0.110
'0:03.350',-0.470,-0.110
'0:03.352',-0.435,-0.105
'0:03.354',-0.365,-0.100
'0:03.356',-0.320,-0.090
'0:03.358',-0.300,-0.085
'0:03.360',-0.250,-0.075
'0:03.362',-0.290,-0.070
'0:03.364',-0.350,-0.070
'0:03.366',-0.395,-0.070
'0:03.368',-0.400,-0.070
'0:03.370',-0.445,-0.075
'0:03.372',-0.400,-0.075
'0:03.374',-0.390,-0.075
'0:03.376',-0.265,-0.070
'0:03.378',-0.265,-0.065
'0:03.380',-0.255,-0.055
'0:03.382',-0.275,-0.050
'0:03.384',-0.310,-0.045
'0:03.386',-0.385,-0.040
'0:03.388',-0.415,-0.040
'0:03.390',-0.405,-0.040
'0:03.392',-0.405,-0.040
'0:03.394',-0.360,-0.040
'0:03.396',-0.265,-0.040
'0:03.398',-0.245,-0.040
'0:03.400',-0.225,-0.030
'0:03.402',-0.255,-0.025
'0:03.404',-0.295,-0.015
'0:03.406',-0.350,-0.005
'0:03.408',-0.370,0.005
'0:03.410',-0.375,0.010
'0:03.412',-0.330,0.020
'0:03.414',-0.280,0.030
'0:03.416',-0.180,0.040
'0:03.418',-0.170,0.050
'0:03.420',-0.165,0.060
'0:03.422',-0.180,0.070
'0:03.424',-0.220,0.080
'0:03.426',-0.280,0.090
'0:03.428',-0.305,0.095
'0:03.430',-0.290,0.105
'0:03.432',-0.245,0.110
'0:03.434',-0.205,0.120
'0:03.436',-0.135,0.125
'0:03.438',-0.075,0.135
'0:03.440',-0.105,0.140
'0:03.442',-0.130,0.145
'0:03.444',-0.200,0.145
'0:03.446',-0.250,0.145
'0:03.448',-0.290,0.145
'0:03.450',-0.310,0.140
'0:03.452',-0.275,0.135
'0:03.454',-0.195,0.135
'0:03.456',-0.150,0.130
'0:03.458',-0.135,0.130
'0:03.460',-0.140,0.130
'0:03.462',-0.180,0.130
'0:03.464',-0.240,0.130
'0:03.466',-0.310,0.125
'0:03.468',-0.365,0.120
'0:03.470',-0.355,0.110
'0:03.472',-0.310,0.095
'0:03.474',-0.270,0.075
'0:03.476',-0.235,0.060
'0:03.478',-0.240,0.040
'0:03.480',-0.240,0.025
'0:03.482',-0.315,0.010
'0:03.484',-0.395,0.000
'0:03.486',-0.455,-0.010
'0:03.488',-0.480,-0.020
'0:03.490',-0.490,-0.030
'0:03.492',-0.470,-0.040
'0:03.494',-0.400,-0.050
'0:03.496',-0.365,-0.060
'0:03.498',-0.365,-0.070
'0:03.500',-0.370,-0.080
'0:03.502',-0.415,-0.085
'0:03.504',-0.490,-0.090
'0:03.506',-0.545,-0.095
'0:03.508',-0.560,-0.095
'0:03.510',-0.570,-0.100
'0:03.512',-0.535,-0.100
'0:03.514',-0.465,-0.100
'0:03.516',-0.430,-0.105
'0:03.518',-0.400,-0.105
'0:03.520',-0.420,-0.105
'0:03.522',-0.455,-0.105
'0:03.524',-0.530,-0.105
'0:03.526',-0.565,-0.100
'0:03.528',-0.555,-0.095
'0:03.530',-0.550,-0.090
'0:03.532',-0.530,-0.085
'0:03.534',-0.475,-0.085
'0:03.536',-0.455,-0.085
'0:03.538',-0.415,-0.085
'0:03.540',-0.420,-0.085
'0:03.542',-0.470,-0.085
'0:03.544',-0.530,-0.090
'0:03.546',-0.585,-0.090
'0:03.548',-0.595,-0.090
'0:03.550',-0.590,-0.085
'0:03.552',-0.520,-0.080
