'Elapsed time','ECG I','ECG I filtered'
'0:01.776',0.585,0.005
'0:01.778',0.550,0.005
'0:01.780',0.565,0.010
'0:01.782',0.535,0.010
'0:01.784',0.485,0.005
'0:01.786',0.505,0.005
'0:01.788',0.450,0.000
'0:01.790',0.520,-0.005
'0:01.792',0.530,-0.015
'0:01.794',0.600,-0.025
'0:01.796',0.550,-0.030
'0:01.798',0.545,-0.035
'0:01.800',0.535,-0.045
'0:01.802',0.485,-0.045
'0:01.804',0.380,-0.050
'0:01.806',0.435,-0.050
'0:01.808',0.440,-0.050
'0:01.810',0.425,-0.050
'0:01.812',0.495,-0.050
'0:01.814',0.550,-0.045
'0:01.816',0.580,-0.045
'0:01.818',0.590,-0.045
'0:01.820',0.490,-0.050
'0:01.822',0.465,-0.050
'0:01.824',0.470,-0.055
'0:01.826',0.450,-0.055
'0:01.828',0.465,-0.060
'0:01.830',0.410,-0.060
'0:01.832',0.480,-0.065
'0:01.834',0.525,-0.065
'0:01.836',0.570,-0.065
'0:01.838',0.550,-0.065
'0:01.840',0.525,-0.060
'0:01.842',0.485,-0.060
'0:01.844',0.380,-0.060
'0:01.846',0.405,-0.060
'0:01.848',0.440,-0.060
'0:01.850',0.500,-0.060
'0:01.852',0.525,-0.055
'0:01.854',0.525,-0.055
'0:01.856',0.545,-0.055
'0:01.858',0.545,-0.055
'0:01.860',0.465,-0.055
'0:01.862',0.485,-0.060
'0:01.864',0.405,-0.065
'0:01.866',0.445,-0.070
'0:01.868',0.420,-0.075
'0:01.870',0.445,-0.070
'0:01.872',0.495,-0.060
'0:01.874',0.570,-0.030
'0:01.876',0.630,0.015
'0:01.878',0.705,0.075
'0:01.880',0.720,0.150
'0:01.882',0.755,0.235
'0:01.884',0.815,0.315
'0:01.886',0.945,0.385
'0:01.888',0.920,0.435
'0:01.890',1.025,0.455
'0:01.892',1.020,0.450
'0:01.894',1.070,0.415
'0:01.896',0.900,0.350
'0:01.898',0.815,0.270
'0:01.900',0.740,0.170
'0:01.902',0.635,0.075
'0:01.904',0.455,-0.025
'0:01.906',0.365,-0.110
'0:01.908',0.190,-0.180
'0:01.910',0.220,-0.230
'0:01.912',0.250,-0.270
'0:01.914',0.300,-0.285
'0:01.916',0.310,-0.290
'0:01.918',0.315,-0.280
'0:01.920',0.355,-0.260
'0:01.922',0.320,-0.230
'0:01.924',0.320,-0.200
'0:01.926',0.315,-0.170
'0:01.928',0.375,-0.140
'0:01.930',0.405,-0.115
'0:01.932',0.495,-0.095
'0:01.934',0.550,-0.085
'0:01.936',0.540,-0.075
'0:01.938',0.535,-0.065
'0:01.940',0.555,-0.060
'0:01.942',0.460,-0.050
'0:01.944',0.395,-0.045
'0:01.946',0.430,-0.035
'0:01.948',0.415,-0.025
'0:01.950',0.570,-0.020
'0:01.952',0.555,-0.020
'0:01.954',0.605,-0.020
'0:01.956',0.560,-0.030
'0:01.958',0.630,-0.035
'0:01.960',0.490,-0.045
'0:01.962',0.475,-0.055
'0:01.964',0.440,-0.055
'0:01.966',0.435,-0.055
'0:01.968',0.445,-0.050
'0:01.970',0.530,-0.040
'0:01.972',0.560,-0.030
'0:01.974',0.575,-0.025
'0:01.976',0.590,-0.020
'0:01.978',0.535,-0.015
'0:01.980',0.560,-0.015
'0:01.982',0.475,-0.020
'0:01.984',0.460,-0.020
'0:01.986',0.530,-0.020
'0:01.988',0.510,-0.015
'0:01.990',0.545,-0.010
'0:01.992',0.610,0.000
'0:01.994',0.580,0.005
'0:01.996',0.635,0.015
'0:01.998',0.615,0.020
'0:02.000',0.565,0.020
'0:02.002',0.565,0.020
'0:02.004',0.525,0.015
'0:02.006',0.460,0.010
'0:02.008',0.475,0.005
'0:02.010',0.510,0.000
'0:02.012',0.595,-0.005
'0:02.014',0.665,-0.005
'0:02.016',0.635,-0.005
'0:02.018',0.610,0.000
'0:02.020',0.585,0.005
'0:02.022',0.495,0.010
'0:02.024',0.455,0.015
'0:02.026',0.450,0.020
'0:02.028',0.470,0.025
'0:02.030',0.625,0.025
'0:02.032',0.660,0.025
'0:02.034',0.695,0.025
'0:02.036',0.585,0.020
'0:02.038',0.625,0.020
'0:02.040',0.595,0.020
'0:02.042',0.495,0.015
'0:02.044',0.500,0.020
'0:02.046',0.535,0.020
'0:02.048',0.530,0.025
'0:02.050',0.555,0.035
'0:02.052',0.675,0.045
'0:02.054',0.665,0.055
'0:02.056',0.680,0.065
'0:02.058',0.660,0.070
'0:02.060',0.620,0.075
'0:02.062',0.540,0.080
'0:02.064',0.505,0.080
'0:02.066',0.620,0.080
'0:02.068',0.630,0.080
'0:02.070',0.595,0.075
'0:02.072',0.680,0.070
'0:02.074',0.690,0.070
'0:02.076',0.685,0.070
'0:02.078',0.630,0.075
'0:02.080',0.620,0.075
'0:02.082',0.580,0.080
'0:02.084',0.570,0.085
'0:02.086',0.605,0.090
'0:02.088',0.640,0.095
'0:02.090',0.705,0.100
'0:02.092',0.695,0.100
'0:02.094',0.735,0.105
'0:02.096',0.710,0.105
'0:02.098',0.685,0.110
'0:02.100',0.680,0.115
'0:02.102',0.585,0.125
'0:02.104',0.630,0.130
'0:02.106',0.645,0.140
'0:02.108',0.715,0.150
'0:02.110',0.760,0.160
'0:02.112',0.810,0.165
'0:02.114',0.800,0.175
'0:02.116',0.765,0.180
'0:02.118',0.755,0.185
'0:02.120',0.735,0.190
'0:02.122',0.675,0.195
'0:02.124',0.690,0.200
'0:02.126',0.690,0.205
'0:02.128',0.795,0.210
'0:02.130',0.825,0.210
'0:02.132',0.795,0.215
'0:02.134',0.815,0.215
'0:02.136',0.830,0.210
'0:02.138',0.780,0.205
'0:02.140',0.760,0.200
'0:02.142',0.710,0.195
'0:02.144',0.705,0.190
'0:02.146',0.645,0.185
'0:02.148',0.710,0.180
'0:02.150',0.760,0.175
'0:02.152',0.860,0.170
'0:02.154',0.810,0.165
'0:02.156',0.790,0.160
'0:02.158',0.750,0.150
'0:02.160',0.665,0.145
'0:02.162',0.580,0.135
'0:02.164',0.580,0.125
'0:02.166',0.650,0.115
'0:02.168',0.670,0.110
'0:02.170',0.675,0.100
'0:02.172',0.690,0.090
'0:02.174',0.695,0.085
'0:02.176',0.680,0.075
'0:02.178',0.635,0.060
'0:02.180',0.575,0.050
'0:02.182',0.495,0.035
'0:02.184',0.500,0.020
'0:02.186',0.525,0.015
'0:02.188',0.550,0.005
'0:02.190',0.580,0.005
'0:02.192',0.665,0.005
'0:02.194',0.600,0.005
'0:02.196',0.580,0.010
'0:02.198',0.535,0.015
'0:02.200',0.555,0.010
'0:02.202',0.535,0.005
'0:02.204',0.510,0.000
'0:02.206',0.490,-0.015
'0:02.208',0.535,-0.025
'0:02.210',0.510,-0.035
'0:02.212',0.560,-0.045
'0:02.214',0.595,-0.050
'0:02.216',0.620,-0.055
'0:02.218',0.545,-0.050
'0:02.220',0.495,-0.050
'0:02.222',0.435,-0.045
'0:02.224',0.455,-0.040
'0:02.226',0.475,-0.035
'0:02.228',0.535,-0.035
'0:02.230',0.565,-0.030
'0:02.232',0.570,-0.035
'0:02.234',0.600,-0.035
'0:02.236',0.575,-0.040
'0:02.238',0.540,-0.040
'0:02.240',0.475,-0.045
'0:02.242',0.430,-0.045
'0:02.244',0.495,-0.050
'0:02.246',0.400,-0.050
'0:02.248',0.510,-0.055
'0:02.250',0.580,-0.055
'0:02.252',0.540,-0.055
'0:02.254',0.640,-0.055
'0:02.256',0.560,-0.050
'0:02.258',0.525,-0.050
'0:02.260',0.450,-0.045
'0:02.262',0.450,-0.045
'0:02.264',0.465,-0.045
'0:02.266',0.525,-0.045
'0:02.268',0.495,-0.050
'0:02.270',0.550,-0.050
'0:02.272',0.600,-0.050
'0:02.274',0.600,-0.050
'0:02.276',0.535,-0.050
'0:02.278',0.525,-0.045
'0:02.280',0.470,-0.040
'0:02.282',0.465,-0.035
'0:02.284',0.500,-0.030
'0:02.286',0.520,-0.030
'0:02.288',0.510,-0.030
'0:02.290',0.590,-0.030
'0:02.292',0.590,-0.035
'0:02.294',0.560,-0.045
'0:02.296',0.540,-0.050
'0:02.298',0.515,-0.055
'0:02.300',0.460,-0.060
'0:02.302',0.425,-0.060
'0:02.304',0.445,-0.055
'0:02.306',0.510,-0.050
'0:02.308',0.555,-0.040
'0:02.310',0.645,-0.030
'0:02.312',0.640,-0.020
'0:02.314',0.620,-0.010
'0:02.316',0.525,-0.005
'0:02.318',0.535,-0.005
'0:02.320',0.490,-0.010
'0:02.322',0.500,-0.010
'0:02.324',0.480,-0.015
'0:02.326',0.515,-0.025
'0:02.328',0.570,-0.025
'0:02.330',0.585,-0.030
'0:02.332',0.570,-0.030
'0:02.334',0.600,-0.030
'0:02.336',0.580,-0.030
'0:02.338',0.555,-0.030
'0:02.340',0.475,-0.030
'0:02.342',0.485,-0.030
'0:02.344',0.495,-0.030
'0:02.346',0.530,-0.030
'0:02.348',0.560,-0.025
'0:02.350',0.585,-0.015
'0:02.352',0.660,-0.010
'0:02.354',0.570,0.000
'0:02.356',0.650,0.005
'0:02.358',0.565,0.005
'0:02.360',0.490,0.005
'0:02.362',0.450,-0.005
'0:02.364',0.440,-0.015
'0:02.366',0.480,-0.030
'0:02.368',0.540,-0.040
'0:02.370',0.610,-0.050
'0:02.372',0.620,-0.055
'0:02.374',0.635,-0.050
'0:02.376',0.570,-0.040
'0:02.378',0.505,-0.025
'0:02.380',0.485,-0.010
'0:02.382',0.440,0.000
'0:02.384',0.530,0.010
'0:02.386',0.540,0.010
'0:02.388',0.590,0.005
'0:02.390',0.650,-0.005
'0:02.392',0.595,-0.020
'0:02.394',0.640,-0.035
'0:02.396',0.540,-0.045
'0:02.398',0.530,-0.050
'0:02.400',0.415,-0.050
'0:02.402',0.450,-0.045
'0:02.404',0.430,-0.040
'0:02.406',0.505,-0.030
'0:02.408',0.595,-0.025
'0:02.410',0.630,-0.020
'0:02.412',0.605,-0.020
'0:02.414',0.630,-0.020
'0:02.416',0.555,-0.020
'0:02.418',0.525,-0.020
'0:02.420',0.470,-0.020
'0:02.422',0.460,-0.020
'0:02.424',0.540,-0.020
'0:02.426',0.525,-0.020
'0:02.428',0.590,-0.020
'0:02.430',0.605,-0.025
'0:02.432',0.575,-0.030
'0:02.434',0.565,-0.040
'0:02.436',0.525,-0.045
'0:02.438',0.505,-0.055
'0:02.440',0.505,-0.060
'0:02.442',0.440,-0.060
'0:02.444',0.430,-0.055
'0:02.446',0.500,-0.050
'0:02.448',0.545,-0.040
'0:02.450',0.575,-0.030
'0:02.452',0.650,-0.020
'0:02.454',0.625,-0.015
'0:02.456',0.560,-0.015
'0:02.458',0.515,-0.015
'0:02.460',0.470,-0.020
'0:02.462',0.485,-0.020
'0:02.464',0.480,-0.025
'0:02.466',0.530,-0.030
'0:02.468',0.570,-0.035
'0:02.470',0.590,-0.035
'0:02.472',0.565,-0.035
'0:02.474',0.540,-0.035
'0:02.476',0.505,-0.035
'0:02.478',0.570,-0.030
'0:02.480',0.480,-0.030
'0:02.482',0.480,-0.030
'0:02.484',0.470,-0.025
'0:02.486',0.530,-0.025
'0:02.488',0.610,-0.025
'0:02.490',0.585,-0.025
'0:02.492',0.635,-0.025
'0:02.494',0.560,-0.025
'0:02.496',0.550,-0.030
'0:02.498',0.510,-0.035
'0:02.500',0.455,-0.035
'0:02.502',0.465,-0.040
'0:02.504',0.470,-0.045
'0:02.506',0.510,-0.045
'0:02.508',0.565,-0.045
'0:02.510',0.580,-0.045
'0:02.512',0.580,-0.045
'0:02.514',0.605,-0.040
'0:02.516',0.565,-0.035
'0:02.518',0.475,-0.030
'0:02.520',0.495,-0.025
'0:02.522',0.440,-0.020
'0:02.524',0.500,-0.020
'0:02.526',0.600,-0.015
'0:02.528',0.590,-0.015
'0:02.530',0.610,-0.015
'0:02.532',0.575,-0.020
'0:02.534',0.605,-0.025
'0:02.536',0.515,-0.030
'0:02.538',0.485,-0.035
'0:02.540',0.455,-0.040
'0:02.542',0.455,-0.045
'0:02.544',0.490,-0.050
'0:02.546',0.515,-0.045
'0:02.548',0.565,-0.040
'0:02.550',0.630,-0.030
'0:02.552',0.620,-0.020
'0:02.554',0.570,-0.010
'0:02.556',0.585,-0.005
'0:02.558',0.505,0.000
'0:02.560',0.460,-0.005
'0:02.562',0.440,-0.010
'0:02.564',0.510,-0.025
'0:02.566',0.550,-0.035
'0:02.568',0.555,-0.045
'0:02.570',0.590,-0.055
'0:02.572',0.625,-0.055
'0:02.574',0.550,-0.055
'0:02.576',0.525,-0.045
'0:02.578',0.460,-0.035
'0:02.580',0.485,-0.025
'0:02.582',0.495,-0.015
'0:02.584',0.490,-0.010
'0:02.586',0.585,-0.010
'0:02.588',0.610,-0.010
'0:02.590',0.595,-0.020
'0:02.592',0.615,-0.025
'0:02.594',0.585,-0.035
'0:02.596',0.565,-0.040
'0:02.598',0.445,-0.040
'0:02.600',0.400,-0.040
'0:02.602',0.465,-0.035
'0:02.604',0.525,-0.030
'0:02.606',0.510,-0.025
'0:02.608',0.640,-0.025
'0:02.610',0.670,-0.025
'0:02.612',0.600,-0.025
'0:02.614',0.560,-0.025
'0:02.616',0.525,-0.025
'0:02.618',0.500,-0.020
'0:02.620',0.460,-0.020
'0:02.622',0.455,-0.020
'0:02.624',0.570,-0.020
'0:02.626',0.565,-0.025
'0:02.628',0.605,-0.030
'0:02.630',0.550,-0.040
'0:02.632',0.570,-0.050
'0:02.634',0.530,-0.060
'0:02.636',0.485,-0.065
'0:02.638',0.440,-0.070
'0:02.640',0.455,-0.070
'0:02.642',0.465,-0.065
'0:02.644',0.550,-0.055
'0:02.646',0.525,-0.040
'0:02.648',0.585,-0.030
'0:02.650',0.630,-0.025
'0:02.652',0.585,-0.020
'0:02.654',0.555,-0.020
'0:02.656',0.530,-0.020
'0:02.658',0.595,-0.025
'0:02.660',0.465,-0.030
'0:02.662',0.470,-0.035
'0:02.664',0.515,-0.035
'0:02.666',0.525,-0.035
'0:02.668',0.585,-0.030
'0:02.670',0.635,-0.025
'0:02.672',0.610,-0.020
'0:02.674',0.560,-0.020
'0:02.676',0.520,-0.020
'0:02.678',0.470,-0.025
'0:02.680',0.465,-0.030
'0:02.682',0.560,-0.035
'0:02.684',0.480,-0.040
'0:02.686',0.535,-0.045
'0:02.688',0.610,-0.045
'0:02.690',0.600,-0.045
'0:02.692',0.590,-0.045
'0:02.694',0.550,-0.045
'0:02.696',0.520,-0.040
'0:02.698',0.450,-0.035
'0:02.700',0.435,-0.030
'0:02.702',0.500,-0.030
'0:02.704',0.500,-0.025
'0:02.706',0.585,-0.020
'0:02.708',0.615,-0.015
'0:02.710',0.610,-0.010
'0:02.712',0.615,-0.010
'0:02.714',0.565,-0.010
'0:02.716',0.510,-0.010
'0:02.718',0.520,-0.015
'0:02.720',0.455,-0.015
'0:02.722',0.510,-0.020
'0:02.724',0.585,-0.020
'0:02.726',0.565,-0.015
'0:02.728',0.605,-0.010
'0:02.730',0.590,0.000
'0:02.732',0.660,0.010
'0:02.734',0.610,0.025
'0:02.736',0.580,0.035
'0:02.738',0.575,0.040
'0:02.740',0.540,0.040
'0:02.742',0.530,0.040
'0:02.744',0.555,0.035
'0:02.746',0.590,0.030
'0:02.748',0.640,0.020
'0:02.750',0.645,0.010
'0:02.752',0.610,0.000
'0:02.754',0.580,-0.005
'0:02.756',0.525,-0.005
'0:02.758',0.525,-0.005
'0:02.760',0.525,0.000
'0:02.762',0.565,0.005
'0:02.764',0.565,0.010
'0:02.766',0.605,0.015
'0:02.768',0.675,0.015
'0:02.770',0.620,0.015
'0:02.772',0.620,0.015
'0:02.774',0.605,0.010
'0:02.776',0.540,0.010
'0:02.778',0.455,0.005
'0:02.780',0.560,0.005
'0:02.782',0.525,0.005
'0:02.784',0.560,0.005
'0:02.786',0.585,0.010
'0:02.788',0.665,0.015
'0:02.790',0.650,0.015
'0:02.792',0.630,0.015
'0:02.794',0.570,0.010
'0:02.796',0.505,-0.005
'0:02.798',0.465,-0.015
'0:02.800',0.465,-0.030
'0:02.802',0.505,-0.045
'0:02.804',0.505,-0.055
'0:02.806',0.560,-0.060
'0:02.808',0.600,-0.060
'0:02.810',0.610,-0.050
'0:02.812',0.580,-0.045
'0:02.814',0.525,-0.030
'0:02.816',0.535,-0.025
'0:02.818',0.460,-0.020
'0:02.820',0.450,-0.015
'0:02.822',0.535,-0.020
'0:02.824',0.515,-0.025
'0:02.826',0.560,-0.030
'0:02.828',0.580,-0.035
'0:02.830',0.615,-0.040
'0:02.832',0.565,-0.035
'0:02.834',0.535,-0.035
'0:02.836',0.520,-0.025
'0:02.838',0.490,-0.020
'0:02.840',0.480,-0.010
'0:02.842',0.505,-0.005
'0:02.844',0.545,-0.005
'0:02.846',0.570,-0.010
'0:02.848',0.640,-0.015
'0:02.850',0.610,-0.020
'0:02.852',0.540,-0.035
'0:02.854',0.495,-0.045
'0:02.856',0.440,-0.055
'0:02.858',0.445,-0.060
'0:02.860',0.475,-0.065
'0:02.862',0.470,-0.060
'0:02.864',0.520,-0.045
'0:02.866',0.585,-0.025
'0:02.868',0.675,0.015
'0:02.870',0.735,0.060
'0:02.872',0.730,0.120
'0:02.874',0.720,0.185
'0:02.876',0.735,0.250
'0:02.878',0.865,0.315
'0:02.880',0.955,0.370
'0:02.882',0.995,0.410
'0:02.884',1.040,0.430
'0:02.886',1.140,0.425
'0:02.888',0.990,0.400
'0:02.890',0.910,0.350
'0:02.892',0.830,0.285
'0:02.894',0.775,0.205
'0:02.896',0.655,0.115
'0:02.898',0.575,0.025
'0:02.900',0.455,-0.065
'0:02.902',0.275,-0.140
'0:02.904',0.265,-0.200
'0:02.906',0.350,-0.245
'0:02.908',0.380,-0.270
'0:02.910',0.400,-0.275
'0:02.912',0.370,-0.260
'0:02.914',0.320,-0.240
'0:02.916',0.290,-0.210
'0:02.918',0.305,-0.180
'0:02.920',0.395,-0.150
'0:02.922',0.405,-0.120
'0:02.924',0.465,-0.100
'0:02.926',0.590,-0.080
'0:02.928',0.520,-0.065
'0:02.930',0.620,-0.050
'0:02.932',0.590,-0.040
'0:02.934',0.510,-0.030
'0:02.936',0.455,-0.025
'0:02.938',0.510,-0.015
'0:02.940',0.475,-0.010
'0:02.942',0.520,-0.005
'0:02.944',0.550,0.000
'0:02.946',0.655,0.005
'0:02.948',0.640,0.005
'0:02.950',0.625,0.005
'0:02.952',0.580,0.005
'0:02.954',0.570,0.000
'0:02.956',0.495,0.000
'0:02.958',0.470,-0.005
'0:02.960',0.450,-0.005
'0:02.962',0.530,-0.005
'0:02.964',0.530,-0.005
'0:02.966',0.660,0.000
'0:02.968',0.675,0.005
'0:02.970',0.645,0.010
'0:02.972',0.590,0.015
'0:02.974',0.570,0.025
'0:02.976',0.480,0.030
'0:02.978',0.540,0.030
'0:02.980',0.520,0.035
'0:02.982',0.540,0.030
'0:02.984',0.590,0.025
'0:02.986',0.700,0.025
'0:02.988',0.680,0.020
'0:02.990',0.610,0.015
'0:02.992',0.615,0.015
'0:02.994',0.530,0.020
'0:02.996',0.475,0.020
'0:02.998',0.550,0.020
'0:03.000',0.525,0.025
'0:03.002',0.575,0.025
'0:03.004',0.590,0.020
'0:03.006',0.695,0.020
'0:03.008',0.645,0.020
'0:03.010',0.630,0.015
'0:03.012',0.625,0.015
'0:03.014',0.615,0.020
'0:03.016',0.525,0.025
'0:03.018',0.535,0.025
'0:03.020',0.505,0.030
'0:03.022',0.565,0.030
'0:03.024',0.570,0.030
'0:03.026',0.680,0.030
'0:03.028',0.665,0.030
'0:03.030',0.630,0.030
'0:03.032',0.650,0.030
'0:03.034',0.620,0.035
'0:03.036',0.540,0.040
'0:03.038',0.520,0.045
'0:03.040',0.585,0.055
'0:03.042',0.630,0.060
'0:03.044',0.660,0.070
'0:03.046',0.705,0.070
'0:03.048',0.705,0.075
'0:03.050',0.675,0.075
'0:03.052',0.605,0.070
'0:03.054',0.605,0.070
'0:03.056',0.555,0.065
'0:03.058',0.600,0.065
'0:03.060',0.555,0.065
'0:03.062',0.595,0.060
'0:03.064',0.675,0.065
'0:03.066',0.720,0.065
'0:03.068',0.755,0.070
'0:03.070',0.710,0.075
'0:03.072',0.665,0.085
'0:03.074',0.580,0.095
'0:03.076',0.605,0.110
'0:03.078',0.620,0.120
'0:03.080',0.635,0.130
'0:03.082',0.735,0.140
'0:03.084',0.775,0.140
'0:03.086',0.725,0.145
'0:03.088',0.785,0.140
'0:03.090',0.745,0.135
'0:03.092',0.690,0.135
'0:03.094',0.650,0.135
'0:03.096',0.650,0.135
'0:03.098',0.645,0.145
'0:03.100',0.685,0.155
'0:03.102',0.755,0.165
'0:03.104',0.780,0.180
'0:03.106',0.830,0.190
'0:03.108',0.875,0.200
'0:03.110',0.830,0.205
'0:03.112',0.745,0.210
'0:03.114',0.695,0.210
'0:03.116',0.720,0.210
'0:03.118',0.695,0.210
'0:03.120',0.765,0.215
'0:03.122',0.800,0.220
'0:03.124',0.830,0.225
'0:03.126',0.895,0.230
'0:03.128',0.850,0.235
'0:03.130',0.805,0.235
'0:03.132',0.780,0.230
'0:03.134',0.760,0.225
'0:03.136',0.725,0.215
'0:03.138',0.705,0.205
'0:03.140',0.740,0.200
'0:03.142',0.760,0.190
'0:03.144',0.830,0.190
'0:03.146',0.805,0.190
'0:03.148',0.815,0.190
'0:03.150',0.770,0.190
'0:03.152',0.700,0.185
'0:03.154',0.710,0.180
'0:03.156',0.705,0.170
'0:03.158',0.720,0.155
'0:03.160',0.650,0.140
'0:03.162',0.695,0.120
'0:03.164',0.745,0.105
'0:03.166',0.705,0.090
'0:03.168',0.675,0.080
'0:03.170',0.635,0.075
'0:03.172',0.680,0.070
'0:03.174',0.590,0.065
'0:03.176',0.545,0.055
'0:03.178',0.570,0.050
'0:03.180',0.565,0.045
'0:03.182',0.610,0.040
'0:03.184',0.685,0.030
'0:03.186',0.660,0.025
'0:03.188',0.640,0.020
'0:03.190',0.630,0.015
'0:03.192',0.545,0.015
'0:03.194',0.505,0.015
'0:03.196',0.470,0.020
'0:03.198',0.475,0.020
'0:03.200',0.560,0.020
'0:03.202',0.615,0.020
'0:03.204',0.715,0.015
'0:03.206',0.675,0.010
'0:03.208',0.620,0.005
'0:03.210',0.565,-0.005
'0:03.212',0.555,-0.015
'0:03.214',0.475,-0.020
'0:03.216',0.465,-0.025
'0:03.218',0.520,-0.025
'0:03.220',0.500,-0.025
'0:03.222',0.540,-0.020
'0:03.224',0.630,-0.015
'0:03.226',0.625,-0.010
'0:03.228',0.595,-0.005
'0:03.230',0.600,0.000
'0:03.232',0.550,0.005
'0:03.234',0.480,0.000
'0:03.236',0.525,-0.005
'0:03.238',0.540,-0.010
'0:03.240',0.480,-0.020
'0:03.242',0.505,-0.030
'0:03.244',0.595,-0.035
'0:03.246',0.595,-0.040
'0:03.248',0.605,-0.040
'0:03.250',0.595,-0.040
'0:03.252',0.570,-0.035
'0:03.254',0.440,-0.035
'0:03.256',0.515,-0.035
'0:03.258',0.490,-0.035
'0:03.260',0.450,-0.040
'0:03.262',0.500,-0.045
'0:03.264',0.575,-0.055
'0:03.266',0.575,-0.060
'0:03.268',0.585,-0.070
'0:03.270',0.535,-0.070
'0:03.272',0.525,-0.070
'0:03.274',0.425,-0.065
'0:03.276',0.475,-0.060
'0:03.278',0.480,-0.050
'0:03.280',0.525,-0.040
'0:03.282',0.520,-0.035
'0:03.284',0.590,-0.025
'0:03.286',0.605,-0.020
'0:03.288',0.590,-0.020
'0:03.290',0.600,-0.020
'0:03.292',0.545,-0.015
'0:03.294',0.480,-0.015
'0:03.296',0.495,-0.015
'0:03.298',0.525,-0.010
'0:03.300',0.555,-0.010
'0:03.302',0.565,-0.005
'0:03.304',0.580,-0.005
'0:03.306',0.630,-0.005
'0:03.308',0.615,-0.005
'0:03.310',0.620,-0.010
'0:03.312',0.550,-0.015
'0:03.314',0.460,-0.025
'0:03.316',0.480,-0.030
'0:03.318',0.470,-0.035
'0:03.320',0.515,-0.040
'0:03.322',0.580,-0.045
'0:03.324',0.635,-0.045
'0:03.326',0.585,-0.040
'0:03.328',0.620,-0.040
'0:03.330',0.580,-0.035
'0:03.332',0.560,-0.025
'0:03.334',0.415,-0.020
'0:03.336',0.515,-0.010
'0:03.338',0.525,-0.005
'0:03.340',0.540,0.000
'0:03.342',0.580,0.005
'0:03.344',0.655,0.005
'0:03.346',0.665,0.005
'0:03.348',0.635,0.000
'0:03.350',0.605,0.000
'0:03.352',0.535,-0.005
'0:03.354',0.525,-0.005
'0:03.356',0.445,0.000
'0:03.358',0.565,0.000
'0:03.360',0.565,0.005
'0:03.362',0.595,0.005
'0:03.364',0.610,0.005
'0:03.366',0.610,0.005
'0:03.368',0.585,0.000
'0:03.370',0.560,-0.005
'0:03.372',0.515,-0.015
'0:03.374',0.480,-0.020
'0:03.376',0.565,-0.025
'0:03.378',0.475,-0.025
'0:03.380',0.555,-0.025
'0:03.382',0.620,-0.015
'0:03.384',0.630,-0.010
'0:03.386',0.610,0.000
'0:03.388',0.620,0.005
'0:03.390',0.575,0.005
'0:03.392',0.525,0.000
'0:03.394',0.535,-0.010
'0:03.396',0.470,-0.020
'0:03.398',0.460,-0.030
'0:03.400',0.525,-0.040
'0:03.402',0.610,-0.045
'0:03.404',0.690,-0.045
'0:03.406',0.605,-0.040
'0:03.408',0.605,-0.035
'0:03.410',0.555,-0.025
'0:03.412',0.480,-0.020
'0:03.414',0.510,-0.020
'0:03.416',0.480,-0.020
'0:03.418',0.460,-0.020
'0:03.420',0.550,-0.030
'0:03.422',0.620,-0.030
'0:03.424',0.625,-0.035
'0:03.426',0.625,-0.035
'0:03.428',0.620,-0.030
'0:03.430',0.545,-0.020
'0:03.432',0.525,-0.015
'0:03.434',0.515,-0.005
'0:03.436',0.490,-0.005
'0:03.438',0.525,-0.005
'0:03.440',0.570,-0.010
'0:03.442',0.620,-0.020
'0:03.444',0.590,-0.030
'0:03.446',0.605,-0.040
'0:03.448',0.565,-0.050
'0:03.450',0.540,-0.055
'0:03.452',0.510,-0.055
'0:03.454',0.495,-0.050
'0:03.456',0.470,-0.045
'0:03.458',0.500,-0.040
'0:03.460',0.585,-0.035
'0:03.462',0.600,-0.030
'0:03.464',0.590,-0.025
'0:03.466',0.605,-0.025
'0:03.468',0.580,-0.025
'0:03.470',0.575,-0.025
'0:03.472',0.495,-0.020
'0:03.474',0.480,-0.020
'0:03.476',0.460,-0.015
'0:03.478',0.570,-0.010
'0:03.480',0.640,-0.010
'0:03.482',0.640,-0.010
'0:03.484',0.615,-0.010
'0:03.486',0.595,-0.015
'0:03.488',0.575,-0.020
'0:03.490',0.590,-0.025
'0:03.492',0.475,-0.030
'0:03.494',0.460,-0.030
'0:03.496',0.530,-0.030
'0:03.498',0.555,-0.030
'0:03.500',0.515,-0.030
'0:03.502',0.610,-0.030
'0:03.504',0.615,-0.030
'0:03.506',0.625,-0.030
'0:03.508',0.615,-0.035
'0:03.510',0.530,-0.040
'0:03.512',0.525,-0.045
'0:03.514',0.465,-0.050
'0:03.516',0.460,-0.050
'0:03.518',0.525,-0.055
'0:03.520',0.565,-0.055
'0:03.522',0.650,-0.055
'0:03.524',0.575,-0.050
'0:03.526',0.570,-0.050
'0:03.528',0.590,-0.045
'0:03.530',0.615,-0.040
'0:03.532',0.460,-0.035
'0:03.534',0.485,-0.030
'0:03.536',0.480,-0.025
'0:03.538',0.565,-0.025
'0:03.540',0.570,-0.025
'0:03.542',0.625,-0.025
'0:03.544',0.630,-0.030
'0:03.546',0.595,-0.040
'0:03.548',0.525,-0.045
'0:03.550',0.515,-0.055
'0:03.552',0.510,-0.060
'0:03.554',0.465,-0.060
'0:03.556',0.510,-0.055
'0:03.558',0.510,-0.050
'0:03.560',0.555,-0.040
'0:03.562',0.655,-0.030
